stimulus_id,argmax_category,max_category_score,video_path
1,interest,0.4166699945926666,C:\Users\kragh\OneDrive\Documents\HrudayCodingProjects\TribeV2WebAnalyzer\TribeV2\scout_data\horikawaCode\videos\0001.mp4
2,nostalgia,0.5,C:\Users\kragh\OneDrive\Documents\HrudayCodingProjects\TribeV2WebAnalyzer\TribeV2\scout_data\horikawaCode\videos\0002.mp4
3,amusement,0.666670024394989,C:\Users\kragh\OneDrive\Documents\HrudayCodingProjects\TribeV2WebAnalyzer\TribeV2\scout_data\horikawaCode\videos\0003.mp4
4,amusement,0.75,C:\Users\kragh\OneDrive\Documents\HrudayCodingProjects\TribeV2WebAnalyzer\TribeV2\scout_data\horikawaCode\videos\0004.mp4
5,confusion,0.4166699945926666,C:\Users\kragh\OneDrive\Documents\HrudayCodingProjects\TribeV2WebAnalyzer\TribeV2\scout_data\horikawaCode\videos\0005.mp4
6,nostalgia,0.666670024394989,C:\Users\kragh\OneDrive\Documents\HrudayCodingProjects\TribeV2WebAnalyzer\TribeV2\scout_data\horikawaCode\videos\0006.mp4
7,aesthetic_appreciation,0.4166699945926666,C:\Users\kragh\OneDrive\Documents\HrudayCodingProjects\TribeV2WebAnalyzer\TribeV2\scout_data\horikawaCode\videos\0007.mp4
8,aesthetic_appreciation,0.666670024394989,C:\Users\kragh\OneDrive\Documents\HrudayCodingProjects\TribeV2WebAnalyzer\TribeV2\scout_data\horikawaCode\videos\0008.mp4
9,sadness,0.666670024394989,C:\Users\kragh\OneDrive\Documents\HrudayCodingProjects\TribeV2WebAnalyzer\TribeV2\scout_data\horikawaCode\videos\0009.mp4
10,sexual_desire,0.916670024394989,C:\Users\kragh\OneDrive\Documents\HrudayCodingProjects\TribeV2WebAnalyzer\TribeV2\scout_data\horikawaCode\videos\0010.mp4
11,amusement,0.5,C:\Users\kragh\OneDrive\Documents\HrudayCodingProjects\TribeV2WebAnalyzer\TribeV2\scout_data\horikawaCode\videos\0011.mp4
12,amusement,0.3333300054073334,C:\Users\kragh\OneDrive\Documents\HrudayCodingProjects\TribeV2WebAnalyzer\TribeV2\scout_data\horikawaCode\videos\0012.mp4
13,amusement,0.583329975605011,C:\Users\kragh\OneDrive\Documents\HrudayCodingProjects\TribeV2WebAnalyzer\TribeV2\scout_data\horikawaCode\videos\0013.mp4
14,sympathy,0.4166699945926666,C:\Users\kragh\OneDrive\Documents\HrudayCodingProjects\TribeV2WebAnalyzer\TribeV2\scout_data\horikawaCode\videos\0014.mp4
15,fear,0.583329975605011,C:\Users\kragh\OneDrive\Documents\HrudayCodingProjects\TribeV2WebAnalyzer\TribeV2\scout_data\horikawaCode\videos\0015.mp4
16,aesthetic_appreciation,0.583329975605011,C:\Users\kragh\OneDrive\Documents\HrudayCodingProjects\TribeV2WebAnalyzer\TribeV2\scout_data\horikawaCode\videos\0016.mp4
17,confusion,0.25,C:\Users\kragh\OneDrive\Documents\HrudayCodingProjects\TribeV2WebAnalyzer\TribeV2\scout_data\horikawaCode\videos\0017.mp4
18,sexual_desire,0.5,C:\Users\kragh\OneDrive\Documents\HrudayCodingProjects\TribeV2WebAnalyzer\TribeV2\scout_data\horikawaCode\videos\0018.mp4
19,craving,0.4166699945926666,C:\Users\kragh\OneDrive\Documents\HrudayCodingProjects\TribeV2WebAnalyzer\TribeV2\scout_data\horikawaCode\videos\0019.mp4
20,aesthetic_appreciation,0.583329975605011,C:\Users\kragh\OneDrive\Documents\HrudayCodingProjects\TribeV2WebAnalyzer\TribeV2\scout_data\horikawaCode\videos\0020.mp4
21,disgust,0.4166699945926666,C:\Users\kragh\OneDrive\Documents\HrudayCodingProjects\TribeV2WebAnalyzer\TribeV2\scout_data\horikawaCode\videos\0021.mp4
22,triumph,0.3333300054073334,C:\Users\kragh\OneDrive\Documents\HrudayCodingProjects\TribeV2WebAnalyzer\TribeV2\scout_data\horikawaCode\videos\0022.mp4
23,aesthetic_appreciation,0.4166699945926666,C:\Users\kragh\OneDrive\Documents\HrudayCodingProjects\TribeV2WebAnalyzer\TribeV2\scout_data\horikawaCode\videos\0023.mp4
24,confusion,0.25,C:\Users\kragh\OneDrive\Documents\HrudayCodingProjects\TribeV2WebAnalyzer\TribeV2\scout_data\horikawaCode\videos\0024.mp4
25,fear,0.75,C:\Users\kragh\OneDrive\Documents\HrudayCodingProjects\TribeV2WebAnalyzer\TribeV2\scout_data\horikawaCode\videos\0025.mp4
26,aesthetic_appreciation,0.666670024394989,C:\Users\kragh\OneDrive\Documents\HrudayCodingProjects\TribeV2WebAnalyzer\TribeV2\scout_data\horikawaCode\videos\0026.mp4
27,amusement,0.583329975605011,C:\Users\kragh\OneDrive\Documents\HrudayCodingProjects\TribeV2WebAnalyzer\TribeV2\scout_data\horikawaCode\videos\0027.mp4
28,disgust,0.833329975605011,C:\Users\kragh\OneDrive\Documents\HrudayCodingProjects\TribeV2WebAnalyzer\TribeV2\scout_data\horikawaCode\videos\0028.mp4
29,awe,0.5,C:\Users\kragh\OneDrive\Documents\HrudayCodingProjects\TribeV2WebAnalyzer\TribeV2\scout_data\horikawaCode\videos\0029.mp4
30,disgust,0.833329975605011,C:\Users\kragh\OneDrive\Documents\HrudayCodingProjects\TribeV2WebAnalyzer\TribeV2\scout_data\horikawaCode\videos\0030.mp4
31,anxiety,0.30000001192092896,C:\Users\kragh\OneDrive\Documents\HrudayCodingProjects\TribeV2WebAnalyzer\TribeV2\scout_data\horikawaCode\videos\0031.mp4
32,amusement,0.4000000059604645,C:\Users\kragh\OneDrive\Documents\HrudayCodingProjects\TribeV2WebAnalyzer\TribeV2\scout_data\horikawaCode\videos\0032.mp4
33,interest,0.5,C:\Users\kragh\OneDrive\Documents\HrudayCodingProjects\TribeV2WebAnalyzer\TribeV2\scout_data\horikawaCode\videos\0033.mp4
34,interest,0.6000000238418579,C:\Users\kragh\OneDrive\Documents\HrudayCodingProjects\TribeV2WebAnalyzer\TribeV2\scout_data\horikawaCode\videos\0034.mp4
35,adoration,0.699999988079071,C:\Users\kragh\OneDrive\Documents\HrudayCodingProjects\TribeV2WebAnalyzer\TribeV2\scout_data\horikawaCode\videos\0035.mp4
36,romance,0.800000011920929,C:\Users\kragh\OneDrive\Documents\HrudayCodingProjects\TribeV2WebAnalyzer\TribeV2\scout_data\horikawaCode\videos\0036.mp4
37,amusement,0.6000000238418579,C:\Users\kragh\OneDrive\Documents\HrudayCodingProjects\TribeV2WebAnalyzer\TribeV2\scout_data\horikawaCode\videos\0037.mp4
38,amusement,0.30000001192092896,C:\Users\kragh\OneDrive\Documents\HrudayCodingProjects\TribeV2WebAnalyzer\TribeV2\scout_data\horikawaCode\videos\0038.mp4
39,awe,0.4000000059604645,C:\Users\kragh\OneDrive\Documents\HrudayCodingProjects\TribeV2WebAnalyzer\TribeV2\scout_data\horikawaCode\videos\0039.mp4
40,amusement,0.4000000059604645,C:\Users\kragh\OneDrive\Documents\HrudayCodingProjects\TribeV2WebAnalyzer\TribeV2\scout_data\horikawaCode\videos\0040.mp4
41,awe,0.4000000059604645,C:\Users\kragh\OneDrive\Documents\HrudayCodingProjects\TribeV2WebAnalyzer\TribeV2\scout_data\horikawaCode\videos\0041.mp4
42,aesthetic_appreciation,0.4000000059604645,C:\Users\kragh\OneDrive\Documents\HrudayCodingProjects\TribeV2WebAnalyzer\TribeV2\scout_data\horikawaCode\videos\0042.mp4
43,joy,0.6000000238418579,C:\Users\kragh\OneDrive\Documents\HrudayCodingProjects\TribeV2WebAnalyzer\TribeV2\scout_data\horikawaCode\videos\0043.mp4
