stimulus_id,argmax_category,max_category_score,video_path
1,interest,0.4166699945926666,C:\Users\kragh\OneDrive\Documents\HrudayCodingProjects\TribeV2WebAnalyzer\TribeV2\scout_data\horikawaCode\videos\0001.mp4
10,sexual_desire,0.916670024394989,C:\Users\kragh\OneDrive\Documents\HrudayCodingProjects\TribeV2WebAnalyzer\TribeV2\scout_data\horikawaCode\videos\0010.mp4
100,joy,0.46154001355171204,C:\Users\kragh\OneDrive\Documents\HrudayCodingProjects\TribeV2WebAnalyzer\TribeV2\scout_data\horikawaCode\videos\0100.mp4
1000,amusement,0.75,C:\Users\kragh\OneDrive\Documents\HrudayCodingProjects\TribeV2WebAnalyzer\TribeV2\scout_data\horikawaCode\videos\1000.mp4
1001,fear,0.583329975605011,C:\Users\kragh\OneDrive\Documents\HrudayCodingProjects\TribeV2WebAnalyzer\TribeV2\scout_data\horikawaCode\videos\1001.mp4
1002,surprise,0.583329975605011,C:\Users\kragh\OneDrive\Documents\HrudayCodingProjects\TribeV2WebAnalyzer\TribeV2\scout_data\horikawaCode\videos\1002.mp4
1003,nostalgia,0.75,C:\Users\kragh\OneDrive\Documents\HrudayCodingProjects\TribeV2WebAnalyzer\TribeV2\scout_data\horikawaCode\videos\1003.mp4
1004,sadness,0.666670024394989,C:\Users\kragh\OneDrive\Documents\HrudayCodingProjects\TribeV2WebAnalyzer\TribeV2\scout_data\horikawaCode\videos\1004.mp4
1005,amusement,0.3333300054073334,C:\Users\kragh\OneDrive\Documents\HrudayCodingProjects\TribeV2WebAnalyzer\TribeV2\scout_data\horikawaCode\videos\1005.mp4
1006,interest,0.5,C:\Users\kragh\OneDrive\Documents\HrudayCodingProjects\TribeV2WebAnalyzer\TribeV2\scout_data\horikawaCode\videos\1006.mp4
1007,interest,0.583329975605011,C:\Users\kragh\OneDrive\Documents\HrudayCodingProjects\TribeV2WebAnalyzer\TribeV2\scout_data\horikawaCode\videos\1007.mp4
1008,sexual_desire,1.0,C:\Users\kragh\OneDrive\Documents\HrudayCodingProjects\TribeV2WebAnalyzer\TribeV2\scout_data\horikawaCode\videos\1008.mp4
1009,amusement,0.4166699945926666,C:\Users\kragh\OneDrive\Documents\HrudayCodingProjects\TribeV2WebAnalyzer\TribeV2\scout_data\horikawaCode\videos\1009.mp4
101,amusement,0.6923099756240845,C:\Users\kragh\OneDrive\Documents\HrudayCodingProjects\TribeV2WebAnalyzer\TribeV2\scout_data\horikawaCode\videos\0101.mp4
1012,excitement,0.3333300054073334,C:\Users\kragh\OneDrive\Documents\HrudayCodingProjects\TribeV2WebAnalyzer\TribeV2\scout_data\horikawaCode\videos\1012.mp4
1013,interest,0.4166699945926666,C:\Users\kragh\OneDrive\Documents\HrudayCodingProjects\TribeV2WebAnalyzer\TribeV2\scout_data\horikawaCode\videos\1013.mp4
1014,horror,0.666670024394989,C:\Users\kragh\OneDrive\Documents\HrudayCodingProjects\TribeV2WebAnalyzer\TribeV2\scout_data\horikawaCode\videos\1014.mp4
1016,romance,0.666670024394989,C:\Users\kragh\OneDrive\Documents\HrudayCodingProjects\TribeV2WebAnalyzer\TribeV2\scout_data\horikawaCode\videos\1016.mp4
1018,boredom,0.3333300054073334,C:\Users\kragh\OneDrive\Documents\HrudayCodingProjects\TribeV2WebAnalyzer\TribeV2\scout_data\horikawaCode\videos\1018.mp4
1019,disgust,0.4166699945926666,C:\Users\kragh\OneDrive\Documents\HrudayCodingProjects\TribeV2WebAnalyzer\TribeV2\scout_data\horikawaCode\videos\1019.mp4
1020,awe,0.5,C:\Users\kragh\OneDrive\Documents\HrudayCodingProjects\TribeV2WebAnalyzer\TribeV2\scout_data\horikawaCode\videos\1020.mp4
1021,confusion,0.18182000517845154,C:\Users\kragh\OneDrive\Documents\HrudayCodingProjects\TribeV2WebAnalyzer\TribeV2\scout_data\horikawaCode\videos\1021.mp4
1022,aesthetic_appreciation,0.8181800246238708,C:\Users\kragh\OneDrive\Documents\HrudayCodingProjects\TribeV2WebAnalyzer\TribeV2\scout_data\horikawaCode\videos\1022.mp4
1023,awe,0.2727299928665161,C:\Users\kragh\OneDrive\Documents\HrudayCodingProjects\TribeV2WebAnalyzer\TribeV2\scout_data\horikawaCode\videos\1023.mp4
1024,boredom,0.31817999482154846,C:\Users\kragh\OneDrive\Documents\HrudayCodingProjects\TribeV2WebAnalyzer\TribeV2\scout_data\horikawaCode\videos\1024.mp4
1025,aesthetic_appreciation,0.6363599896430969,C:\Users\kragh\OneDrive\Documents\HrudayCodingProjects\TribeV2WebAnalyzer\TribeV2\scout_data\horikawaCode\videos\1025.mp4
1026,horror,0.6363599896430969,C:\Users\kragh\OneDrive\Documents\HrudayCodingProjects\TribeV2WebAnalyzer\TribeV2\scout_data\horikawaCode\videos\1026.mp4
1027,confusion,0.4090900123119354,C:\Users\kragh\OneDrive\Documents\HrudayCodingProjects\TribeV2WebAnalyzer\TribeV2\scout_data\horikawaCode\videos\1027.mp4
1028,romance,0.4090900123119354,C:\Users\kragh\OneDrive\Documents\HrudayCodingProjects\TribeV2WebAnalyzer\TribeV2\scout_data\horikawaCode\videos\1028.mp4
1029,adoration,0.3636400103569031,C:\Users\kragh\OneDrive\Documents\HrudayCodingProjects\TribeV2WebAnalyzer\TribeV2\scout_data\horikawaCode\videos\1029.mp4
103,confusion,0.23077000677585602,C:\Users\kragh\OneDrive\Documents\HrudayCodingProjects\TribeV2WebAnalyzer\TribeV2\scout_data\horikawaCode\videos\0103.mp4
1030,awe,0.3636400103569031,C:\Users\kragh\OneDrive\Documents\HrudayCodingProjects\TribeV2WebAnalyzer\TribeV2\scout_data\horikawaCode\videos\1030.mp4
1032,joy,0.7272700071334839,C:\Users\kragh\OneDrive\Documents\HrudayCodingProjects\TribeV2WebAnalyzer\TribeV2\scout_data\horikawaCode\videos\1032.mp4
1034,joy,0.7272700071334839,C:\Users\kragh\OneDrive\Documents\HrudayCodingProjects\TribeV2WebAnalyzer\TribeV2\scout_data\horikawaCode\videos\1034.mp4
1035,awe,0.45454999804496765,C:\Users\kragh\OneDrive\Documents\HrudayCodingProjects\TribeV2WebAnalyzer\TribeV2\scout_data\horikawaCode\videos\1035.mp4
1037,admiration,0.45454999804496765,C:\Users\kragh\OneDrive\Documents\HrudayCodingProjects\TribeV2WebAnalyzer\TribeV2\scout_data\horikawaCode\videos\1037.mp4
1038,sexual_desire,0.54544997215271,C:\Users\kragh\OneDrive\Documents\HrudayCodingProjects\TribeV2WebAnalyzer\TribeV2\scout_data\horikawaCode\videos\1038.mp4
104,empathic_pain,0.3846200108528137,C:\Users\kragh\OneDrive\Documents\HrudayCodingProjects\TribeV2WebAnalyzer\TribeV2\scout_data\horikawaCode\videos\0104.mp4
1041,anxiety,0.2727299928665161,C:\Users\kragh\OneDrive\Documents\HrudayCodingProjects\TribeV2WebAnalyzer\TribeV2\scout_data\horikawaCode\videos\1041.mp4
1042,fear,0.6363599896430969,C:\Users\kragh\OneDrive\Documents\HrudayCodingProjects\TribeV2WebAnalyzer\TribeV2\scout_data\horikawaCode\videos\1042.mp4
1044,disgust,1.0,C:\Users\kragh\OneDrive\Documents\HrudayCodingProjects\TribeV2WebAnalyzer\TribeV2\scout_data\horikawaCode\videos\1044.mp4
1045,nostalgia,0.45454999804496765,C:\Users\kragh\OneDrive\Documents\HrudayCodingProjects\TribeV2WebAnalyzer\TribeV2\scout_data\horikawaCode\videos\1045.mp4
